#{"t_start": 1747336443.913095, "env_id": "None"}
r,l,t--55242.8338,1000,7.680658
2593-12591532.544702,1000,18.623281
-12457007.859067,1000,31.108458
-1900192.32409,1000,44.360003
-7720122.271231,1000,58.273365
-22773956.605491,1000,70.061994
-524438.811626,1000,80.853748
-3078514.582133,1000,91.896012
-7472173.376151,1000,102.875688
-1701664.320193,1000,112.92486
156316.289387,1000,124.557192
59717.550072,1000,37.800166
346543.835779,1000,39.609635
-622667.02848,1000,41.47019
-643448.034742,1000,46.734217
1084129.058607,1000,49.014508
-289332.034245,1000,50.679267
-734427.502288,1000,52.604267
157692.512185,1000,55.313706
208316.43321,1000,60.012352
167954.972804,1000,61.901844
-243837.833981,1000,64.177396
-796018.430336,1000,65.899613
-1027653.153452,1000,67.560286
-240502.403902,1000,71.352082
467699.724232,1000,72.923599
212669.489249,1000,75.054836
810858.273107,1000,76.748334
-209788.275062,1000,78.431007
-1236591.003204,1000,82.446108
206711.932367,1000,84.099524
-1821197.607766,1000,85.933705
51482.630282,1000,87.714707
-120984.080414,1000,89.71978
-819648.724063,1000,93.633728
-1076520.672771,1000,95.283627
22751.275495,1000,97.140915
-845670.323565,1000,98.943849
-446099.304181,1000,100.580493
1550836.422654,1000,104.207294
-611116.525105,1000,105.852787
-360398.32482,1000,107.603662
2131721.494161,1000,109.276658
855423.514545,1000,110.979778
-1311531.348718,1000,114.175612
1988236.545356,1000,115.838362
-498457.472156,1000,117.537119
-257973.739229,1000,119.512668
-321818.12087,1000,121.506194
